date,team,opponent,result
1-29,High+Point,Campbell,"L, 77-72 "
2-02,High+Point,Gardner Webb,"L, 65-57 "
2-05,High+Point,UNC Asheville,"W, 91-83 OT"
2-09,High+Point,Presbyterian,"W, 79-70 "
2-12,High+Point,Campbell,"L, 60-42 "
2-15,High+Point,Longwood,"L, 70-66 "
2-17,High+Point,Longwood,"L, 78-71 "
2-19,High+Point,Radford,"L, 66-64 "
2-23,High+Point,North Carolina A&T,"W, 78-58 "
2-26,High+Point,Hampton,"W, 88-77 "
3-02,High+Point,Hampton,"W, 84-77 OT"
3-04,High+Point,Winthrop,"L, 68-51 "
11-11,Liberty,Regent,"W, 85-24 "
11-15,Liberty,LSU,"L, 74-58 "
11-19,Liberty,Iona,"L, 54-50 "
11-20,Liberty,Manhattan,"L, 76-60 "
11-23,Liberty,Bethune Cookman,"W, 59-51 "
11-27,Liberty,Maryland Eastern Shore,"W, 73-61 "
12-02,Liberty,Missouri,"W, 66-45 "
12-06,Liberty,Delaware St.,"W, 96-60 "
12-11,Liberty,Stephen F. Austin,"L, 63-51 "
12-13,Liberty,Carver,"W, 95-36 "
12-17,Liberty,East Carolina,"W, 74-64 "
12-22,Liberty,Northern Iowa,"W, 76-74 "
12-23,Liberty,Stanford,"L, 79-76 "
12-25,Liberty,BYU,"L, 80-75 "
12-31,Liberty,Boyce,"W, 91-60 "
1-04,Liberty,Stetson,"W, 75-59 "
1-11,Liberty,North Florida,"W, 71-56 "
1-15,Liberty,Florida Gulf Coast,"W, 78-75 "
1-18,Liberty,Jacksonville,"W, 88-49 "
1-27,Liberty,North Alabama,"W, 72-53 "
1-29,Liberty,Jacksonville St.,"L, 77-67 "
1-31,Liberty,Kennesaw St.,"W, 65-50 "
2-03,Liberty,Bellarmine,"W, 66-53 "
2-05,Liberty,Eastern Kentucky,"W, 91-84 "
2-08,Liberty,Lipscomb,"W, 78-69 "
2-12,Liberty,Jacksonville,"L, 73-69 "
2-15,Liberty,North Florida,"L, 72-69 "
2-19,Liberty,Stetson,"W, 88-82 "
2-21,Liberty,Central Arkansas,"W, 85-66 "
2-23,Liberty,Florida Gulf Coast,"L, 82-72 OT"
2-26,Liberty,Kennesaw St.,"W, 100-93 OT"
3-03,Liberty,Lipscomb,"W, 52-47 "
3-05,Liberty,Bellarmine,"L, 53-50 "
11-09,Longwood,Iowa,"L, 106-73 "
11-12,Longwood,Virginia-Lynchburg,"W, 80-46 "
11-14,Longwood,Mid-Atlantic Christ.,"W, 93-47 "
11-19,Longwood,American,"W, 82-42 "
11-20,Longwood,UMBC,"W, 82-55 "
11-21,Longwood,Western Carolina,"L, 64-53 "
11-26,Longwood,Old Dominion,"L, 62-61 "
11-30,Longwood,Georgetown,"L, 91-83 "
12-04,Longwood,Delaware St.,"W, 78-58 "
12-11,Longwood,Morgan St.,"W, 93-55 "
12-14,Longwood,CarolinaU (Piedmont Int'l),"W, 98-56 "
12-22,Longwood,Abilene Christian,"L, 74-58 "
1-05,Longwood,Pfeiffer,"W, 109-69 "
1-12,Longwood,Radford,"W, 83-75 OT"
1-15,Longwood,Gardner Webb,"W, 66-60 "
1-19,Longwood,Campbell,"W, 72-64 "
1-22,Longwood,Presbyterian,"W, 71-70 "
1-24,Longwood,Hampton,"W, 73-49 "
1-26,Longwood,North Carolina A&T,"W, 79-71 "
1-29,Longwood,Winthrop,"W, 92-88 "
2-02,Longwood,UNC Asheville,"W, 56-48 "
2-05,Longwood,Charleston Southern,"W, 69-67 "
2-10,Longwood,USC Upstate,"W, 85-72 "
2-12,Longwood,North Carolina A&T,"L, 70-62 "
2-15,Longwood,High Point,"W, 70-66 "
2-17,Longwood,High Point,"W, 78-71 "
2-19,Longwood,Hampton,"W, 76-72 "
2-23,Longwood,Radford,"W, 71-66 "
2-26,Longwood,Campbell,"W, 60-55 "
3-04,Longwood,North Carolina A&T,"W, 79-65 OT"
3-05,Longwood,USC Upstate,"W, 79-70 "
3-06,Longwood,Winthrop,"W, 79-58 "
3-17,Longwood,Tennessee,"+14.4, 74-598%"
11-09,Presbyterian,Clemson,"L, 64-53 "
11-12,Presbyterian,VMI,"W, 73-72 OT"
11-15,Presbyterian,The Citadel,"W, 74-70 2OT"
11-18,Presbyterian,Cincinnati,"L, 79-45 "
11-24,Presbyterian,VMI,"W, 59-54 "
11-25,Presbyterian,New Orleans,"W, 68-66 "
11-26,Presbyterian,Central Arkansas,"W, 75-66 "
11-30,Presbyterian,Tennessee,"L, 86-44 "
12-03,Presbyterian,Bob Jones,"W, 90-61 "
12-06,Presbyterian,Morehead St.,"L, 71-66 "
12-12,Presbyterian,College of Charleston,"L, 78-76 OT"
12-15,Presbyterian,Carver,"W, 98-33 "
12-18,Presbyterian,Wofford,"L, 76-49 "
12-21,Presbyterian,Furman,"L, 75-61 "
12-30,Presbyterian,Truett-McConnell,"W, 91-49 "
1-05,Presbyterian,North Carolina A&T,"L, 65-57 "
1-08,Presbyterian,USC Upstate,"L, 82-72 "
1-12,Presbyterian,Gardner Webb,"L, 64-61 "
1-20,Presbyterian,Winthrop,"L, 60-58 "
1-22,Presbyterian,Longwood,"L, 71-70 "
1-26,Presbyterian,Charleston Southern,"W, 62-61 "
1-29,Presbyterian,UNC Asheville,"L, 68-67 "
2-02,Presbyterian,Campbell,"W, 64-58 "
2-05,Presbyterian,Radford,"W, 78-70 "
2-07,Presbyterian,Hampton,"L, 74-69 "
2-09,Presbyterian,High Point,"L, 79-70 "
2-12,Presbyterian,Winthrop,"L, 65-61 "
2-16,Presbyterian,USC Upstate,"L, 60-55 "
2-19,Presbyterian,Gardner Webb,"L, 76-68 "
2-23,Presbyterian,Charleston Southern,"W, 68-48 "
2-26,Presbyterian,UNC Asheville,"L, 98-96 3OT"
3-02,Presbyterian,Campbell,"L, 75-72 2OT"
11-09,Radford,Emory & Henry,"W, 84-72 "
11-12,Radford,Virginia,"L, 73-52 "
11-15,Radford,Virginia Tech,"L, 65-39 "
11-19,Radford,Furman,"L, 81-64 "
11-20,Radford,Navy,"L, 47-33 "
11-24,Radford,William & Mary,"W, 67-54 "
11-28,Radford,Eastern Kentucky,"W, 88-75 "
11-30,Radford,Ky. Christian,"W, 79-70 "
12-04,Radford,West Virginia,"L, 67-51 "
12-11,Radford,James Madison,"L, 79-70 "
12-13,Radford,George Washington,"L, 67-58 "
12-18,Radford,Davidson,"L, 74-54 "
1-06,Radford,USC Upstate,"W, 82-77 "
1-08,Radford,North Carolina A&T,"L, 73-72 "
1-12,Radford,Longwood,"L, 83-75 OT"
1-15,Radford,Campbell,"L, 70-58 "
1-19,Radford,Hampton,"W, 54-51 "
1-22,Radford,UNC Asheville,"L, 78-74 OT"
1-26,Radford,High Point,"L, 63-58 "
1-29,Radford,Gardner Webb,"L, 61-42 "
2-02,Radford,Charleston Southern,"W, 64-52 "
2-05,Radford,Presbyterian,"L, 78-70 "
2-09,Radford,Winthrop,"L, 58-48 "
2-12,Radford,Hampton,"W, 60-54 "
2-16,Radford,Campbell,"W, 71-67 "
2-19,Radford,High Point,"W, 66-64 "
2-23,Radford,Longwood,"L, 71-66 "
2-26,Radford,North Carolina A&T,"W, 62-53 "
3-02,Radford,North Carolina A&T,"L, 78-71 OT"
11-09,UNC+Asheville,UAB,"L, 102-77 "
11-11,UNC+Asheville,Brevard,"W, 101-44 "
11-14,UNC+Asheville,Chattanooga,"L, 75-45 "
11-18,UNC+Asheville,Tennessee Tech,"W, 61-55 "
11-23,UNC+Asheville,North Carolina,"L, 72-53 "
11-28,UNC+Asheville,St. Andrews,"W, 106-36 "
12-01,UNC+Asheville,The Citadel,"W, 65-58 "
12-04,UNC+Asheville,North Carolina Central,"W, 82-66 "
12-08,UNC+Asheville,Chattanooga,"L, 78-73 "
12-11,UNC+Asheville,Western Carolina,"W, 73-72 "
12-14,UNC+Asheville,Tennessee Martin,"L, 79-68 "
12-18,UNC+Asheville,East Tennessee St.,"W, 79-64 "
12-21,UNC+Asheville,Milligan,"W, 114-54 "
1-05,UNC+Asheville,Campbell,"W, 60-54 "
1-08,UNC+Asheville,Charleston Southern,"W, 82-59 "
1-13,UNC+Asheville,Winthrop,"L, 86-80 OT"
1-15,UNC+Asheville,USC Upstate,"L, 76-73 "
1-19,UNC+Asheville,North Carolina A&T,"L, 73-71 "
1-22,UNC+Asheville,Radford,"W, 78-74 OT"
1-27,UNC+Asheville,Gardner Webb,"L, 61-55 "
1-29,UNC+Asheville,Presbyterian,"W, 68-67 "
2-02,UNC+Asheville,Longwood,"L, 56-48 "
2-05,UNC+Asheville,High Point,"L, 91-83 OT"
2-09,UNC+Asheville,Hampton,"W, 69-53 "
2-12,UNC+Asheville,USC Upstate,"W, 83-56 "
2-16,UNC+Asheville,Charleston Southern,"W, 85-66 "
2-19,UNC+Asheville,Winthrop,"L, 84-79 "
2-23,UNC+Asheville,Gardner Webb,"L, 60-59 "
2-26,UNC+Asheville,Presbyterian,"W, 98-96 3OT"
3-02,UNC+Asheville,Charleston Southern,"L, 79-78 "
3-19,UNC+Asheville,Stephen F. Austin,"+6.5, 73-6725%"
11-09,Winthrop,Mary Baldwin,"W, 110-78 "
11-13,Winthrop,Mercer,"W, 88-85 OT"
11-16,Winthrop,Middle Tennessee,"L, 76-65 "
11-20,Winthrop,Vanderbilt,"L, 77-63 "
11-22,Winthrop,Washington St.,"L, 92-86 "
11-27,Winthrop,Washington,"W, 82-74 "
12-01,Winthrop,Hartford,"W, 82-75 "
12-04,Winthrop,Coastal Carolina,"L, 74-64 "
12-07,Winthrop,Furman,"W, 85-80 "
12-11,Winthrop,Carver,"W, 83-52 "
12-15,Winthrop,Elon,"L, 63-61 "
12-21,Winthrop,Mississippi St.,"L, 84-63 "
12-31,Winthrop,Converse,"W, 78-40 "
1-10,Winthrop,Campbell,"W, 74-72 "
1-13,Winthrop,UNC Asheville,"W, 86-80 OT"
1-15,Winthrop,Charleston Southern,"W, 70-65 "
1-20,Winthrop,Presbyterian,"W, 60-58 "
1-22,Winthrop,Gardner Webb,"W, 64-62 "
1-24,Winthrop,High Point,"L, 65-56 "
1-26,Winthrop,USC Upstate,"W, 95-91 OT"
1-29,Winthrop,Longwood,"L, 92-88 "
2-03,Winthrop,North Carolina A&T,"W, 64-54 "
2-05,Winthrop,Hampton,"W, 69-57 "
2-09,Winthrop,Radford,"W, 58-48 "
2-12,Winthrop,Presbyterian,"W, 65-61 "
2-16,Winthrop,Gardner Webb,"W, 81-70 "
2-19,Winthrop,UNC Asheville,"W, 84-79 "
2-24,Winthrop,USC Upstate,"W, 89-59 "
2-26,Winthrop,Charleston Southern,"W, 92-86 "
3-04,Winthrop,High Point,"W, 68-51 "
3-05,Winthrop,Gardner Webb,"W, 76-67 "
3-06,Winthrop,Longwood,"L, 79-58 "
11-09,Coastal+Carolina,Ferrum,"W, 101-73 "
11-18,Coastal+Carolina,UNC Wilmington,"L, 65-53 "
11-23,Coastal+Carolina,Valparaiso,"W, 64-61 "
11-24,Coastal+Carolina,Toledo,"L, 79-70 "
12-01,Coastal+Carolina,South Carolina,"W, 80-56 "
12-04,Coastal+Carolina,Winthrop,"W, 74-64 "
12-06,Coastal+Carolina,Mercer,"L, 74-69 "
12-12,Coastal+Carolina,Wofford,"W, 60-59 "
12-15,Coastal+Carolina,Methodist,"W, 102-42 "
12-16,Coastal+Carolina,Regent,"W, 110-53 "
12-19,Coastal+Carolina,Middle Tennessee,"L, 84-80 "
12-30,Coastal+Carolina,Louisiana Monroe,"W, 94-64 "
1-01,Coastal+Carolina,Louisiana Lafayette,"L, 65-64 "
1-02,Coastal+Carolina,Emory & Henry,"W, 76-62 "
1-06,Coastal+Carolina,Troy,"L, 69-59 "
1-13,Coastal+Carolina,Appalachian St.,"L, 61-60 "
1-15,Coastal+Carolina,Appalachian St.,"L, 84-76 OT"
1-20,Coastal+Carolina,Georgia Southern,"W, 76-72 "
1-22,Coastal+Carolina,Georgia St.,"W, 72-68 OT"
1-27,Coastal+Carolina,Little Rock,"W, 65-49 "
1-29,Coastal+Carolina,Arkansas St.,"L, 73-66 "
2-05,Coastal+Carolina,Texas St.,"L, 69-64 "
2-10,Coastal+Carolina,Georgia St.,"L, 61-50 "
2-12,Coastal+Carolina,Georgia Southern,"W, 79-58 "
2-17,Coastal+Carolina,South Alabama,"L, 71-68 "
2-19,Coastal+Carolina,Troy,"W, 73-63 "
2-23,Coastal+Carolina,Arkansas St.,"W, 74-69 "
2-25,Coastal+Carolina,Little Rock,"W, 68-55 "
3-03,Coastal+Carolina,Georgia Southern,"L, 70-64 "
11-09,Hampton,Mid-Atlantic Christ.,"W, 101-51 "
11-13,Hampton,Regent,"W, 70-56 "
11-16,Hampton,Towson,"L, 78-54 "
11-19,Hampton,Wofford,"L, 77-60 "
11-20,Hampton,Georgia Southern,"L, 86-66 "
11-24,Hampton,South Florida,"L, 58-52 "
11-28,Hampton,Norfolk St.,"L, 70-61 "
11-29,Hampton,Morgan St.,"L, 60-47 "
12-04,Hampton,Norfolk St.,"W, 58-57 "
12-09,Hampton,William & Mary,"W, 54-53 "
12-12,Hampton,Loyola MD,"L, 67-54 "
1-08,Hampton,Gardner Webb,"L, 78-69 "
1-12,Hampton,North Carolina A&T,"L, 67-59 "
1-19,Hampton,Radford,"L, 54-51 "
1-22,Hampton,High Point,"W, 68-64 OT"
1-24,Hampton,Longwood,"L, 73-49 "
1-26,Hampton,Campbell,"L, 75-60 "
1-29,Hampton,Charleston Southern,"W, 78-74 "
2-02,Hampton,USC Upstate,"L, 85-78 "
2-05,Hampton,Winthrop,"L, 69-57 "
2-07,Hampton,Presbyterian,"W, 74-69 "
2-09,Hampton,UNC Asheville,"L, 69-53 "
2-12,Hampton,Radford,"L, 60-54 "
2-16,Hampton,North Carolina A&T,"W, 93-82 "
2-19,Hampton,Longwood,"L, 76-72 "
2-23,Hampton,Campbell,"W, 68-66 "
2-26,Hampton,High Point,"L, 88-77 "
3-02,Hampton,High Point,"L, 84-77 OT"
11-09,Cal+Poly,Westcliff,"W, 86-53 "
11-12,Cal+Poly,North Dakota St.,"L, 60-57 "
11-15,Cal+Poly,Sacramento St.,"L, 58-57 "
11-19,Cal+Poly,Santa Clara,"L, 87-57 "
11-22,Cal+Poly,Nicholls St.,"L, 75-72 OT"
11-24,Cal+Poly,Idaho,"W, 67-63 "
12-02,Cal+Poly,Cal Baptist,"L, 64-55 "
12-05,Cal+Poly,San Diego,"L, 52-51 "
12-11,Cal+Poly,Portland St.,"W, 61-58 "
12-13,Cal+Poly,Portland,"L, 78-77 "
12-17,Cal+Poly,Fresno St.,"L, 83-48 "
1-08,Cal+Poly,Cal St. Northridge,"L, 68-55 "
1-13,Cal+Poly,UC Riverside,"L, 57-46 "
1-15,Cal+Poly,UC Davis,"W, 82-74 "
1-18,Cal+Poly,Cal St. Bakersfield,"L, 73-60 "
1-22,Cal+Poly,Hawaii,"L, 69-56 "
1-27,Cal+Poly,UC San Diego,"W, 59-55 "
1-29,Cal+Poly,UC Irvine,"L, 72-48 "
2-03,Cal+Poly,Cal St. Fullerton,"L, 61-50 "
2-05,Cal+Poly,Long Beach St.,"L, 78-65 "
2-10,Cal+Poly,Cal St. Northridge,"L, 83-78 2OT"
2-12,Cal+Poly,UC Santa Barbara,"L, 69-64 "
2-19,Cal+Poly,UC Riverside,"L, 78-58 "
2-22,Cal+Poly,Cal St. Bakersfield,"L, 61-60 "
2-24,Cal+Poly,Hawaii,"L, 63-54 "
3-03,Cal+Poly,UC Irvine,"W, 65-54 "
3-05,Cal+Poly,UC San Diego,"W, 80-76 "
3-08,Cal+Poly,UC Davis,"L, 63-53 "
11-09,Cal+St.+Fullerton,Santa Clara,"L, 84-77 "
11-11,Cal+St.+Fullerton,San Jose St.,"L, 78-76 "
11-16,Cal+St.+Fullerton,George Washington,"W, 74-59 "
11-19,Cal+St.+Fullerton,San Diego,"W, 57-55 "
11-23,Cal+St.+Fullerton,UT Rio Grande Valley,"L, 72-67 "
11-24,Cal+St.+Fullerton,Northern Arizona,"W, 73-56 "
11-29,Cal+St.+Fullerton,Wyoming,"L, 79-66 "
12-04,Cal+St.+Fullerton,Pacific,"W, 66-57 "
12-08,Cal+St.+Fullerton,San Diego St.,"L, 66-56 "
12-11,Cal+St.+Fullerton,LIFE Pacific,"W, 87-59 "
12-17,Cal+St.+Fullerton,Redlands,"W, 93-78 "
12-30,Cal+St.+Fullerton,Cal St. Bakersfield,"W, 73-67 "
1-13,Cal+St.+Fullerton,Cal St. Northridge,"W, 79-64 "
1-15,Cal+St.+Fullerton,UC Santa Barbara,"W, 79-73 "
1-20,Cal+St.+Fullerton,UC Irvine,"W, 65-63 "
1-22,Cal+St.+Fullerton,UC San Diego,"W, 83-80 "
1-27,Cal+St.+Fullerton,UC Davis,"W, 74-58 "
1-29,Cal+St.+Fullerton,UC Riverside,"L, 67-54 "
2-03,Cal+St.+Fullerton,Cal Poly,"W, 61-50 "
2-05,Cal+St.+Fullerton,Cal St. Bakersfield,"W, 75-61 "
2-08,Cal+St.+Fullerton,Long Beach St.,"L, 71-61 "
2-12,Cal+St.+Fullerton,Hawaii,"L, 72-55 "
2-17,Cal+St.+Fullerton,UC Santa Barbara,"W, 67-58 "
2-19,Cal+St.+Fullerton,Cal St. Northridge,"W, 81-73 "
2-24,Cal+St.+Fullerton,UC Irvine,"W, 66-64 "
2-26,Cal+St.+Fullerton,UC San Diego,"L, 81-76 "
3-03,Cal+St.+Fullerton,UC Riverside,"L, 75-72 "
3-05,Cal+St.+Fullerton,UC Davis,"W, 62-59 "
3-10,Cal+St.+Fullerton,UC Davis,"W, 73-55 "
3-11,Cal+St.+Fullerton,Hawaii,"W, 58-46 "
3-12,Cal+St.+Fullerton,Long Beach St.,"W, 72-71 "
3-18,Cal+St.+Fullerton,Duke,"+17.2, 80-636%"
11-09,Cal+St.+Northridge,USC,"L, 89-49 "
11-13,Cal+St.+Northridge,Notre Dame,"L, 68-52 "
11-19,Cal+St.+Northridge,Eastern Washington,"L, 67-64 OT"
11-20,Cal+St.+Northridge,Dixie St.,"W, 79-73 "
11-24,Cal+St.+Northridge,St. Katherine,"W, 71-62 "
11-28,Cal+St.+Northridge,San Diego,"W, 56-52 "
12-04,Cal+St.+Northridge,Fresno St.,"L, 61-43 "
12-07,Cal+St.+Northridge,Boise St.,"L, 74-48 "
12-10,Cal+St.+Northridge,North Dakota St.,"L, 68-54 "
12-18,Cal+St.+Northridge,Portland St.,"W, 69-66 "
12-22,Cal+St.+Northridge,Bethesda (CA),"L, 82-80 "
1-01,Cal+St.+Northridge,UC San Diego,"L, 72-64 "
1-08,Cal+St.+Northridge,Cal Poly,"W, 68-55 "
1-13,Cal+St.+Northridge,Cal St. Fullerton,"L, 79-64 "
1-15,Cal+St.+Northridge,Long Beach St.,"L, 71-55 "
1-20,Cal+St.+Northridge,UC Davis,"L, 64-47 "
1-22,Cal+St.+Northridge,UC Riverside,"L, 77-67 "
1-25,Cal+St.+Northridge,UC Santa Barbara,"L, 72-45 "
1-27,Cal+St.+Northridge,Hawaii,"L, 72-65 "
2-03,Cal+St.+Northridge,UC San Diego,"L, 83-77 "
2-05,Cal+St.+Northridge,UC Irvine,"L, 75-70 "
2-10,Cal+St.+Northridge,Cal Poly,"W, 83-78 2OT"
2-12,Cal+St.+Northridge,Cal St. Bakersfield,"W, 71-65 "
2-17,Cal+St.+Northridge,Long Beach St.,"L, 72-59 "
2-19,Cal+St.+Northridge,Cal St. Fullerton,"L, 81-73 "
2-24,Cal+St.+Northridge,UC Riverside,"L, 79-57 "
2-26,Cal+St.+Northridge,UC Davis,"L, 68-49 "
3-01,Cal+St.+Northridge,UC Santa Barbara,"L, 70-61 "
3-05,Cal+St.+Northridge,Hawaii,"L, 84-62 "
3-08,Cal+St.+Northridge,Cal St. Bakersfield,"L, 58-45 "
11-10,Hawaii,Hawaii Hilo,"W, 97-67 "
11-11,Hawaii,Northern Colorado,"L, 81-78 "
11-13,Hawaii,Pacific,"W, 73-61 "
11-25,Hawaii,Illinois Chicago,"W, 88-80 "
11-26,Hawaii,South Alabama,"L, 72-69 "
11-30,Hawaii,Santa Clara,"L, 70-58 "
12-08,Hawaii,Hawaii Pacific,"W, 88-52 "
12-22,Hawaii,Vanderbilt,"L, 68-54 "
12-23,Hawaii,South Florida,"L, 76-69 "
1-08,Hawaii,Long Beach St.,"W, 72-67 "
1-13,Hawaii,UC Irvine,"W, 72-56 "
1-15,Hawaii,UC San Diego,"W, 79-56 "
1-20,Hawaii,Cal St. Bakersfield,"W, 63-59 "
1-22,Hawaii,Cal Poly,"W, 69-56 "
1-27,Hawaii,Cal St. Northridge,"W, 72-65 "
1-29,Hawaii,UC Santa Barbara,"W, 65-62 "
2-03,Hawaii,UC Riverside,"L, 64-59 "
2-05,Hawaii,UC Davis,"L, 68-65 "
2-10,Hawaii,Long Beach St.,"L, 73-66 "
2-12,Hawaii,Cal St. Fullerton,"W, 72-55 "
2-17,Hawaii,UC San Diego,"W, 65-53 "
2-19,Hawaii,UC Irvine,"L, 77-52 "
2-24,Hawaii,Cal Poly,"W, 63-54 "
2-26,Hawaii,Cal St. Bakersfield,"W, 62-50 "
3-03,Hawaii,UC Santa Barbara,"L, 67-60 "
3-05,Hawaii,Cal St. Northridge,"W, 84-62 "
3-10,Hawaii,UC Riverside,"W, 68-67 "
3-11,Hawaii,Cal St. Fullerton,"L, 58-46 "
11-10,Long+Beach+St.,Idaho,"W, 95-89 OT"
11-15,Long+Beach+St.,UCLA,"L, 100-79 "
11-17,Long+Beach+St.,Utah Valley,"L, 84-78 OT"
11-22,Long+Beach+St.,Missouri St.,"L, 92-66 "
11-23,Long+Beach+St.,Murray St.,"L, 80-43 "
11-24,Long+Beach+St.,Wright St.,"W, 85-76 "
11-30,Long+Beach+St.,San Diego St.,"L, 72-47 "
12-04,Long+Beach+St.,Loyola Marymount,"L, 77-74 "
12-08,Long+Beach+St.,Bethesda (CA),"W, 102-69 "
12-12,Long+Beach+St.,USC,"L, 73-62 "
1-05,Long+Beach+St.,Westcliff,"W, 90-64 "
1-06,Long+Beach+St.,UCLA,"L, 96-78 "
1-08,Long+Beach+St.,Hawaii,"L, 72-67 "
1-13,Long+Beach+St.,UC Santa Barbara,"W, 65-58 "
1-15,Long+Beach+St.,Cal St. Northridge,"W, 71-55 "
1-20,Long+Beach+St.,UC San Diego,"W, 87-69 "
1-22,Long+Beach+St.,UC Irvine,"W, 73-67 "
1-27,Long+Beach+St.,UC Riverside,"W, 68-62 "
1-29,Long+Beach+St.,UC Davis,"W, 70-63 "
2-03,Long+Beach+St.,Cal St. Bakersfield,"W, 74-65 "
2-05,Long+Beach+St.,Cal Poly,"W, 78-65 "
2-08,Long+Beach+St.,Cal St. Fullerton,"W, 71-61 "
2-10,Long+Beach+St.,Hawaii,"W, 73-66 "
2-17,Long+Beach+St.,Cal St. Northridge,"W, 72-59 "
2-19,Long+Beach+St.,UC Santa Barbara,"L, 84-71 "
2-24,Long+Beach+St.,UC San Diego,"W, 103-87 "
2-26,Long+Beach+St.,UC Irvine,"L, 77-72 "
3-03,Long+Beach+St.,UC Davis,"W, 68-65 "
3-05,Long+Beach+St.,UC Riverside,"W, 73-72 OT"
3-10,Long+Beach+St.,Cal St. Bakersfield,"W, 72-61 "
3-11,Long+Beach+St.,UC Santa Barbara,"W, 67-64 "
3-12,Long+Beach+St.,Cal St. Fullerton,"L, 72-71 "
3-16,Long+Beach+St.,BYU,"+12.4, 81-6912%"
11-09,UC+Davis,Utah St.,"W, 72-69 "
11-12,UC+Davis,Eastern Washington,"W, 84-76 "
11-17,UC+Davis,Pepperdine,"L, 72-67 "
11-23,UC+Davis,Sacramento St.,"L, 75-63 "
11-28,UC+Davis,Academy of Art,"L, 79-60 "
12-01,UC+Davis,Pacific,"W, 63-57 "
12-04,UC+Davis,UC Merced,"W, 81-40 "
12-14,UC+Davis,Oregon St.,"W, 71-64 "
12-19,UC+Davis,Pacific,"W, 77-67 "
12-22,UC+Davis,Portland,"L, 65-60 "
1-08,UC+Davis,UC San Diego,"W, 78-71 "
1-15,UC+Davis,Cal Poly,"L, 82-74 "
1-20,UC+Davis,Cal St. Northridge,"W, 64-47 "
1-27,UC+Davis,Cal St. Fullerton,"L, 74-58 "
1-29,UC+Davis,Long Beach St.,"L, 70-63 "
2-01,UC+Davis,UC Riverside,"W, 65-60 "
2-05,UC+Davis,Hawaii,"W, 68-65 "
2-19,UC+Davis,Cal St. Bakersfield,"W, 81-79 "
2-24,UC+Davis,UC Santa Barbara,"L, 76-69 OT"
2-26,UC+Davis,Cal St. Northridge,"W, 68-49 "
3-03,UC+Davis,Long Beach St.,"L, 68-65 "
3-05,UC+Davis,Cal St. Fullerton,"L, 62-59 "
3-08,UC+Davis,Cal Poly,"W, 63-53 "
3-10,UC+Davis,Cal St. Fullerton,"L, 73-55 "
11-09,UC+Riverside,San Diego St.,"L, 66-53 "
11-11,UC+Riverside,Arizona St.,"W, 66-65 "
11-14,UC+Riverside,La Sierra,"W, 72-54 "
11-17,UC+Riverside,San Diego,"L, 74-62 "
11-20,UC+Riverside,Bethesda (CA),"W, 95-57 "
11-22,UC+Riverside,UTEP,"W, 52-40 "
11-26,UC+Riverside,Florida A&M,"W, 60-49 "
11-29,UC+Riverside,Saint Mary's,"L, 67-50 "
12-01,UC+Riverside,Oregon,"L, 71-65 "
12-12,UC+Riverside,Cal Baptist,"W, 70-54 "
1-06,UC+Riverside,UC San Diego,"W, 59-51 "
1-08,UC+Riverside,UC Irvine,"L, 68-51 "
1-13,UC+Riverside,Cal Poly,"W, 57-46 "
1-15,UC+Riverside,Cal St. Bakersfield,"W, 65-64 "
1-22,UC+Riverside,Cal St. Northridge,"W, 77-67 "
1-27,UC+Riverside,Long Beach St.,"L, 68-62 "
1-29,UC+Riverside,Cal St. Fullerton,"W, 67-54 "
2-01,UC+Riverside,UC Davis,"L, 65-60 "
2-03,UC+Riverside,Hawaii,"W, 64-59 "
2-10,UC+Riverside,UC Irvine,"L, 66-56 "
2-12,UC+Riverside,UC San Diego,"L, 85-62 "
2-17,UC+Riverside,Cal St. Bakersfield,"W, 79-69 "
2-19,UC+Riverside,Cal Poly,"W, 78-58 "
2-24,UC+Riverside,Cal St. Northridge,"W, 79-57 "
2-26,UC+Riverside,UC Santa Barbara,"L, 97-90 2OT"
3-03,UC+Riverside,Cal St. Fullerton,"W, 75-72 "
3-05,UC+Riverside,Long Beach St.,"L, 73-72 OT"
3-10,UC+Riverside,Hawaii,"L, 68-67 "
11-10,UC+Santa+Barbara,San Francisco St.,"W, 119-65 "
11-15,UC+Santa+Barbara,Washington St.,"L, 73-65 "
11-20,UC+Santa+Barbara,Chicago St.,"W, 81-50 "
11-24,UC+Santa+Barbara,Arkansas Pine Bluff,"W, 86-58 "
11-29,UC+Santa+Barbara,UT Arlington,"L, 70-62 "
12-03,UC+Santa+Barbara,Pepperdine,"W, 86-74 "
12-05,UC+Santa+Barbara,Cal Lutheran,"W, 87-66 "
12-11,UC+Santa+Barbara,Saint Mary's,"L, 80-59 "
12-14,UC+Santa+Barbara,Pacific,"L, 80-71 OT"
12-19,UC+Santa+Barbara,Florida A&M,"W, 73-62 "
12-22,UC+Santa+Barbara,Idaho St.,"W, 56-43 "
12-30,UC+Santa+Barbara,UC San Diego,"L, 85-83 OT"
1-13,UC+Santa+Barbara,Long Beach St.,"L, 65-58 "
1-15,UC+Santa+Barbara,Cal St. Fullerton,"L, 79-73 "
1-25,UC+Santa+Barbara,Cal St. Northridge,"W, 72-45 "
1-29,UC+Santa+Barbara,Hawaii,"L, 65-62 "
2-03,UC+Santa+Barbara,UC Irvine,"L, 53-52 "
2-05,UC+Santa+Barbara,UC San Diego,"W, 84-48 "
